codigo_postal,estado,municipio,colonia,d_tipo_asenta,d_ciudad,d_codigo,c_estado,c_oficina,c_CP,c_tipo_asenta,c_mnpio,id_asenta_cpcons,d_zona,c_cve_ciudad
50000,México,Toluca,Toluca de Lerdo Centro,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,160,Urbano,20
50010,México,Toluca,Celanese,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,163,Urbano,20
50010,México,Toluca,Club Jardín,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,164,Urbano,20
50010,México,Toluca,Guadalupe,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,165,Urbano,20
50010,México,Toluca,La Cruz Comalco,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,166,Urbano,20
50010,México,Toluca,La Magdalena,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,168,Urbano,20
50010,México,Toluca,Los Girasoles,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,170,Urbano,20
50010,México,Toluca,Los Girasoles II,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,171,Urbano,20
50010,México,Toluca,Los Girasoles III,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,172,Urbano,20
50010,México,Toluca,Los Girasoles IV,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,173,Urbano,20
50010,México,Toluca,San Lorenzo Tepaltitlán Centro,Pueblo,Toluca de Lerdo,50091,15,50091,,28,106,176,Urbano,20
50010,México,Toluca,Tlacopa,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,177,Urbano,20
50010,México,Toluca,Universidad,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,178,Urbano,20
50010,México,Toluca,Las Flores,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,188,Urbano,20
50010,México,Toluca,San Angelín,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,5121,Urbano,20
50010,México,Toluca,Galaxias de San Lorenzo,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,5542,Rural,20
50010,México,Toluca,El Tejocote,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,5545,Rural,20
50010,México,Toluca,El Balcón,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,5546,Rural,20
50010,México,Toluca,Los Girasoles I,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,7920,Urbano,20
50010,México,Toluca,San Juan de la Cruz,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,8291,Urbano,20
50010,México,Toluca,Hacienda San Agustín,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,8297,Urbano,20
50010,México,Toluca,La Loma,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,8355,Urbano,20
50010,México,Toluca,Del Panteón,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,8356,Urbano,20
50010,México,Toluca,Villas Tepaltitlán,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,8455,Urbano,20
50010,México,Toluca,Gran Morada,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,9094,Urbano,20
50016,México,Toluca,Jardines de la Crespa,Unidad habitacional,Toluca de Lerdo,50091,15,50091,,31,106,180,Urbano,20
50016,México,Toluca,Parque industrial San Antonio,Zona industrial,Toluca de Lerdo,50091,15,50091,,37,106,6554,Urbano,20
50016,México,Toluca,De la Crespa,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,8357,Urbano,20
50017,México,Toluca,Brisas,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,184,Urbano,20
50017,México,Toluca,Rincón de San Lorenzo,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,186,Urbano,20
50020,México,Toluca,Bosques de la Mora,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,191,Urbano,20
50020,México,Toluca,Los Ángeles,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,193,Urbano,20
50020,México,Toluca,Los Frailes,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,194,Urbano,20
50020,México,Toluca,Rancho la Mora,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,195,Urbano,20
50020,México,Toluca,Rinconada de la Mora,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,197,Urbano,20
50020,México,Toluca,Santiago Miltepec,Pueblo,Toluca de Lerdo,50091,15,50091,,28,106,199,Urbano,20
50020,México,Toluca,3 Caminos,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,201,Urbano,20
50020,México,Toluca,Valle de Santiago Residencial,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,203,Urbano,20
50026,México,Toluca,Carlos Hank González,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,207,Urbano,20
50040,México,Toluca,La Retama,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,216,Urbano,20
50040,México,Toluca,La Teresona,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,217,Urbano,20
50040,México,Toluca,Unión,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,218,Urbano,20
50040,México,Toluca,San Luis Obispo,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,219,Urbano,20
50040,México,Toluca,San Miguel Apinahuizco,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,220,Urbano,20
50040,México,Toluca,Sector Popular,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,222,Urbano,20
50040,México,Toluca,Sor Juana Inés de la Cruz,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,223,Urbano,20
50040,México,Toluca,Electricistas Locales,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,5700,Urbano,20
50050,México,Toluca,El Cóporo,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,224,Urbano,20
50050,México,Toluca,Santa Bárbara,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,227,Urbano,20
50050,México,Toluca,Zopilocalco Sur,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,228,Urbano,20
50050,México,Toluca,Zopilocalco Norte,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,229,Urbano,20
50060,México,Toluca,Doctores,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,230,Urbano,20
50060,México,Toluca,Lomas Altas,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,231,Urbano,20
50060,México,Toluca,Niños Héroes (Pensiones),Colonia,Toluca de Lerdo,50091,15,50091,,9,106,4703,Urbano,20
50060,México,Toluca,San Juan Buenavista,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,5533,Rural,20
50060,México,Toluca,Huitzila,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,7893,Urbano,20
50070,México,Toluca,Independencia,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,236,Urbano,20
50070,México,Toluca,Meteoro,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,237,Urbano,20
50070,México,Toluca,Villas Fontana I,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,5526,Urbano,20
50070,México,Toluca,Villas Fontana II,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,5527,Urbano,20
50070,México,Toluca,Fidel Velázquez,Unidad habitacional,Toluca de Lerdo,50091,15,50091,,31,106,5543,Urbano,20
50070,México,Toluca,Reforma y Ferrocarriles Nacionales,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,7894,Rural,20
50071,México,Toluca,Toluca,Zona industrial,Toluca de Lerdo,50091,15,50091,,37,106,239,Urbano,20
50075,México,Toluca,Las Torres,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,240,Urbano,20
50075,México,Toluca,Científicos,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,7895,Urbano,20
50080,México,Toluca,La Merced  (Alameda),Barrio,Toluca de Lerdo,50091,15,50091,,2,106,242,Urbano,20
50080,México,Toluca,San Bernardino,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,243,Urbano,20
50090,México,Toluca,5 de Mayo,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,244,Urbano,20
50090,México,Toluca,Santa Clara,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,248,Urbano,20
50100,México,Toluca,Bosques de San Mateo,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,252,Urbano,20
50100,México,Toluca,14 de Diciembre,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,253,Urbano,20
50100,México,Toluca,El Trigo,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,255,Urbano,20
50100,México,Toluca,La Joya,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,256,Urbano,20
50100,México,Toluca,La Ribera I,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,257,Urbano,20
50100,México,Toluca,La Ribera II,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,258,Urbano,20
50100,México,Toluca,La Ribera III,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,259,Urbano,20
50100,México,Toluca,Miguel Hidalgo (Corralitos),Colonia,Toluca de Lerdo,50091,15,50091,,9,106,261,Urbano,20
50100,México,Toluca,Niños Héroes,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,262,Urbano,20
50100,México,Toluca,Nueva Oxtotitlán,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,263,Urbano,20
50100,México,Toluca,Parque de San Mateo,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,264,Urbano,20
50100,México,Toluca,Parques Nacionales,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,265,Rural,20
50100,México,Toluca,Protinbos,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,266,Urbano,20
50100,México,Toluca,Rincón del Parque,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,267,Urbano,20
50100,México,Toluca,San Mateo Oxtotitlán,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,269,Urbano,20
50100,México,Toluca,Ex-Hacienda San Jorge,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,5110,Urbano,20
50100,México,Toluca,Lomas de San Mateo,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,9526,Urbano,20
50103,México,Toluca,Tlayaca,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,8358,Urbano,20
50103,México,Toluca,Tlanepantla,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,8359,Urbano,20
50103,México,Toluca,Atotonilco,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,8360,Urbano,20
50110,México,Toluca,Cultural,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,270,Urbano,20
50110,México,Toluca,Del Deporte,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,271,Urbano,20
50110,México,Toluca,Guadalupe San Buenaventura,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,272,Urbano,20
50110,México,Toluca,Plazas de San Buenaventura,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,273,Urbano,20
50110,México,Toluca,San Buenaventura,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,274,Urbano,20
50110,México,Toluca,Vicente Guerrero,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,276,Urbano,20
50110,México,Toluca,Villas de San Buenaventura,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,277,Urbano,20
50110,México,Toluca,Real del Bosque,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,5070,Urbano,20
50115,México,Toluca,Loma Bonita,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,8361,Urbano,20
50120,México,Toluca,Ciprés,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,279,Urbano,20
50120,México,Toluca,Federal (Adolfo López Mateos),Colonia,Toluca de Lerdo,50091,15,50091,,9,106,280,Urbano,20
50120,México,Toluca,Granjas,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,281,Urbano,20
50120,México,Toluca,Morelos 1a Sección,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,282,Urbano,20
50120,México,Toluca,Morelos 2a Secc,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,283,Urbano,20
50120,México,Toluca,Residencial Colón,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,284,Urbano,20
50120,México,Toluca,Tollocan INFONAVIT,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,287,Urbano,20
50122,México,Toluca,Zona Militar,Zona federal,Toluca de Lerdo,50091,15,50091,,34,106,286,Urbano,20
50130,México,Toluca,Altamirano,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,288,Urbano,20
50130,México,Toluca,Américas,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,289,Urbano,20
50130,México,Toluca,Cuauhtémoc,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,291,Urbano,20
50130,México,Toluca,Francisco Murguía El Ranchito,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,293,Urbano,20
50130,México,Toluca,Universidad,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,294,Urbano,20
50140,México,Toluca,Nueva Santa María de las Rosas,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,300,Urbano,20
50140,México,Toluca,Nueva Santa María,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,301,Urbano,20
50140,México,Toluca,Santa María de las Rosas,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,302,Urbano,20
50140,México,Toluca,Valle Don Camilo,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,304,Urbano,20
50140,México,Toluca,Valle Verde,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,305,Urbano,20
50140,México,Toluca,Villas Florencia,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,306,Urbano,20
50140,México,Toluca,Terminal,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,7892,Urbano,20
50150,México,Toluca,San Sebastián,Barrio,Toluca de Lerdo,50091,15,50091,,2,106,247,Urbano,20
50150,México,Toluca,Izcalli IPIEM,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,311,Urbano,20
50150,México,Toluca,Izcalli Toluca,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,312,Urbano,20
50150,México,Toluca,Juan Beltrán,Conjunto habitacional,Toluca de Lerdo,50091,15,50091,,12,106,313,Urbano,20
50150,México,Toluca,Progreso,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,314,Urbano,20
50150,México,Toluca,Salvador Sánchez Colín,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,315,Urbano,20
50150,México,Toluca,Vértice,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,316,Urbano,20
50150,México,Toluca,Comisión Federal de Electricidad,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,5549,Urbano,20
50160,México,Toluca,Santa Ana Tlapaltitlán,Colonia,Toluca de Lerdo,52141,15,52141,,9,106,320,Urbano,20
50160,México,Toluca,Villas de Santa Ana I,Fraccionamiento,Toluca de Lerdo,52141,15,52141,,21,106,321,Urbano,20
50160,México,Toluca,Villas de Santa Ana II,Fraccionamiento,Toluca de Lerdo,52141,15,52141,,21,106,322,Urbano,20
50160,México,Toluca,Villas de Santa Ana III,Fraccionamiento,Toluca de Lerdo,52141,15,52141,,21,106,323,Urbano,20
50160,México,Toluca,Villas de Santa Ana IV,Fraccionamiento,Toluca de Lerdo,52141,15,52141,,21,106,324,Urbano,20
50160,México,Toluca,Villas de Santa Ana V,Fraccionamiento,Toluca de Lerdo,52141,15,52141,,21,106,325,Urbano,20
50160,México,Toluca,Villas de Santa Ana VI,Fraccionamiento,Toluca de Lerdo,52141,15,52141,,21,106,326,Urbano,20
50160,México,Toluca,Villas de Santa Ana VII,Fraccionamiento,Toluca de Lerdo,52141,15,52141,,21,106,327,Urbano,20
50160,México,Toluca,Villas de Santa Ana,Fraccionamiento,Toluca de Lerdo,52141,15,52141,,21,106,5095,Urbano,20
50168,México,Toluca,La Machincuepa,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,318,Urbano,20
50168,México,Toluca,Santa María Zozoquilpan,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,328,Urbano,20
50170,México,Toluca,Héroes del 5 de Mayo,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,329,Urbano,20
50170,México,Toluca,Isidro Fabela 1a Sección,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,330,Urbano,20
50170,México,Toluca,Las Haciendas,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,332,Urbano,20
50170,México,Toluca,Ocho Cedros,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,333,Urbano,20
50170,México,Toluca,El Seminario 1a Sección,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,335,Urbano,20
50170,México,Toluca,El Seminario 2a Sección,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,336,Urbano,20
50170,México,Toluca,El Seminario 3a Sección,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,337,Urbano,20
50170,México,Toluca,El Seminario 4a Sección,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,338,Urbano,20
50170,México,Toluca,El Seminario 5a Sección,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,339,Urbano,20
50170,México,Toluca,Villa Hogar,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,340,Urbano,20
50170,México,Toluca,Isidro Fabela 2a Sección,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,5701,Urbano,20
50170,México,Toluca,Ocho Cedros 2a Sección,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,7842,Urbano,20
50180,México,Toluca,Azteca,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,342,Urbano,20
50180,México,Toluca,Bosques de Colón,Fraccionamiento,Toluca de Lerdo,50091,15,50091,,21,106,343,Urbano,20
50180,México,Toluca,Del Parque,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,344,Urbano,20
50180,México,Toluca,Hermanos de la Vega,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,345,Urbano,20
50180,México,Toluca,Lázaro Cárdenas,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,348,Urbano,20
50180,México,Toluca,Ampliación Lázaro Cárdenas,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,349,Urbano,20
50180,México,Toluca,Moderna de la Cruz,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,350,Urbano,20
50190,México,Toluca,La Magdalena,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,167,Rural,20
50190,México,Toluca,Benito Juárez,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,353,Urbano,20
50190,México,Toluca,Emiliano Zapata,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,354,Urbano,20
50190,México,Toluca,Eva Sámano de López Mateos,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,355,Urbano,20
50190,México,Toluca,Unidad Victoria,Colonia,Toluca de Lerdo,50091,15,50091,,9,106,356,Urbano,20
50200,México,Toluca,San Cristóbal Huichochitlán,Pueblo,,50091,15,50091,,28,106,175,Urbano,
50200,México,Toluca,San Andrés Cuexcontitlán,Pueblo,,50091,15,50091,,28,106,365,Rural,
50200,México,Toluca,La Trinidad,Colonia,,50091,15,50091,,9,106,5538,Urbano,
50200,México,Toluca,Barrio San Gabriel,Colonia,,50091,15,50091,,9,106,5552,Urbano,
50200,México,Toluca,Armando Neyra Chavez,Colonia,,50091,15,50091,,9,106,5554,Rural,
50200,México,Toluca,Natividad,Colonia,,50091,15,50091,,9,106,8312,Urbano,
50200,México,Toluca,La Concepción,Colonia,,50091,15,50091,,9,106,8314,Urbano,
50200,México,Toluca,Santa Rosa,Colonia,,50091,15,50091,,9,106,8315,Urbano,
50200,México,Toluca,San José Guadalupe,Colonia,,50091,15,50091,,9,106,8316,Urbano,
50200,México,Toluca,San Salvador,Colonia,,50091,15,50091,,9,106,8317,Urbano,
50200,México,Toluca,Paseos del Pilar,Fraccionamiento,,50091,15,50091,,21,106,8466,Urbano,
50205,México,Toluca,Jicaltepec Cuexcontitlán,Colonia,,50091,15,50091,,9,106,363,Urbano,
50205,México,Toluca,San Diego de los Padres Cuexcontitlán,Colonia,,50091,15,50091,,9,106,366,Rural,
50205,México,Toluca,San Diego de los Padres Otzacatipan,Ejido,,50091,15,50091,,15,106,6979,Rural,
50206,México,Toluca,San Diego Linares,Pueblo,,50091,15,50091,,28,106,367,Rural,
50206,México,Toluca,La Loma Cuexcontitlán,Ejido,,50091,15,50091,,15,106,6974,Rural,
50209,México,Toluca,Toluca (Lic. Adolfo López Mateos),Aeropuerto,,50091,15,50091,,1,106,380,Rural,
50210,México,Toluca,Fuentes de San José,Fraccionamiento,,50091,15,50091,,21,106,11,Urbano,
50210,México,Toluca,Paseo Arboleda,Fraccionamiento,,50091,15,50091,,21,106,12,Urbano,
50210,México,Toluca,Áurea,Fraccionamiento,,50091,15,50091,,21,106,16,Urbano,
50210,México,Toluca,Los Sauces I,Fraccionamiento,,50091,15,50091,,21,106,5115,Urbano,
50210,México,Toluca,Los Sauces II,Fraccionamiento,,50091,15,50091,,21,106,5116,Urbano,
50210,México,Toluca,Los Sauces III,Fraccionamiento,,50091,15,50091,,21,106,5117,Urbano,
50210,México,Toluca,Ex Hacienda San José,Fraccionamiento,,50091,15,50091,,21,106,5484,Rural,
50210,México,Toluca,Santa Cruz Otzacatipan,Colonia,,50091,15,50091,,9,106,5531,Urbano,
50210,México,Toluca,Los Sauces IV,Colonia,,50091,15,50091,,9,106,5537,Urbano,
50210,México,Toluca,Los Sauces V,Fraccionamiento,,50091,15,50091,,21,106,5698,Urbano,
50210,México,Toluca,Valle de la Hacienda,Fraccionamiento,,50091,15,50091,,21,106,6467,Urbano,
50210,México,Toluca,Hacienda del Valle II,Fraccionamiento,,50091,15,50091,,21,106,8262,Urbano,
50210,México,Toluca,Bosques de Cantabria,Fraccionamiento,,50091,15,50091,,21,106,8267,Urbano,
50210,México,Toluca,La Magdalena Otzacatipan,Barrio,,50091,15,50091,,2,106,8324,Urbano,
50210,México,Toluca,Villa Mane,Fraccionamiento,,50091,15,50091,,21,106,8441,Urbano,
50210,México,Toluca,Hacienda del Valle I,Fraccionamiento,,50091,15,50091,,21,106,8443,Urbano,
50210,México,Toluca,Valle de San José,Fraccionamiento,,50091,15,50091,,21,106,8946,Urbano,
50214,México,Toluca,Villas Santín,Fraccionamiento,,50091,15,50091,,21,106,5123,Urbano,
50214,México,Toluca,Balcones Santín,Fraccionamiento,,50091,15,50091,,21,106,8444,Urbano,
50214,México,Toluca,Paseos Santín,Fraccionamiento,,50091,15,50091,,21,106,8445,Urbano,
50220,México,Toluca,San Mateo Otzacatipan,Pueblo,,50091,15,50091,,28,106,371,Urbano,
50220,México,Toluca,Villa Tulipanes,Fraccionamiento,,50091,15,50091,,21,106,8325,Urbano,
50220,México,Toluca,Villas de San Mateo,Fraccionamiento,,50091,15,50091,,21,106,8439,Urbano,
50220,México,Toluca,De Canaleja,Barrio,,50091,15,50091,,2,106,8442,Urbano,
50223,México,Toluca,Parque industrial Exportec II,Zona industrial,,50091,15,50091,,37,106,6551,Urbano,
50223,México,Toluca,Parque industrial Exportec I,Zona industrial,,50091,15,50091,,37,106,6552,Rural,
50225,México,Toluca,San Miguel Totoltepec,Pueblo,,50091,15,50091,,28,106,372,Urbano,
50225,México,Toluca,Geovillas Centenario,Fraccionamiento,,50091,15,50091,,21,106,5556,Urbano,
50225,México,Toluca,Nueva San Francisco,Colonia,,50091,15,50091,,9,106,5688,Rural,
50225,México,Toluca,Bordo de las Canastas,Fraccionamiento,,50091,15,50091,,21,106,8263,Urbano,
50226,México,Toluca,Francisco I. Madero,Colonia,,50091,15,50091,,9,106,14,Urbano,
50226,México,Toluca,San Pedro Totoltepec,Pueblo,,50091,15,50091,,28,106,375,Urbano,
50226,México,Toluca,Hacienda La Galia,Fraccionamiento,,50091,15,50091,,21,106,5699,Urbano,
50226,México,Toluca,Sor Juana Inés de la Cruz,Fraccionamiento,,50091,15,50091,,21,106,8446,Urbano,
50226,México,Toluca,San Antonio Abad,Colonia,,50091,15,50091,,9,106,8448,Urbano,
50226,México,Toluca,La Alameda,Condominio,,50091,15,50091,,10,106,8454,Urbano,
50227,México,Toluca,La Floresta,Fraccionamiento,,50091,15,50091,,21,106,181,Urbano,
50227,México,Toluca,Misiones de Santa Esperanza,Colonia,,50091,15,50091,,9,106,183,Urbano,
50227,México,Toluca,Geovillas de San Mateo,Fraccionamiento,,50091,15,50091,,21,106,6361,Urbano,
50227,México,Toluca,Rinconadas del Pilar,Fraccionamiento,,50091,15,50091,,21,106,8261,Urbano,
50227,México,Toluca,Paseos de Toluca,Fraccionamiento,,50091,15,50091,,21,106,8280,Urbano,
50227,México,Toluca,Villas de Santa Mónica,Fraccionamiento,,50091,15,50091,,21,106,8437,Urbano,
50228,México,Toluca,La Perla,Condominio,,50091,15,50091,,10,106,10,Urbano,
50228,México,Toluca,Crespa Town,Fraccionamiento,,50091,15,50091,,21,106,15,Urbano,
50228,México,Toluca,Geovillas de la Independencia,Unidad habitacional,,50091,15,50091,,31,106,5690,Urbano,
50228,México,Toluca,Arboleda IV,Fraccionamiento,,50091,15,50091,,21,106,5696,Urbano,
50228,México,Toluca,Arboleda,Fraccionamiento,,50091,15,50091,,21,106,5697,Urbano,
50228,México,Toluca,Geovillas los Cedros,Unidad habitacional,,50091,15,50091,,31,106,6303,Urbano,
50228,México,Toluca,Las Fuentes,Condominio,,50091,15,50091,,10,106,8432,Urbano,
50228,México,Toluca,Villa de San Andrés,Fraccionamiento,,50091,15,50091,,21,106,8433,Urbano,
50228,México,Toluca,Los Sabinos,Fraccionamiento,,50091,15,50091,,21,106,8434,Urbano,
50228,México,Toluca,Geovillas de la Independencia II,Unidad habitacional,,50091,15,50091,,31,106,8436,Urbano,
50228,México,Toluca,La Crespa,Barrio,,50091,15,50091,,2,106,8438,Urbano,
50228,México,Toluca,Arboleda V,Fraccionamiento,,50091,15,50091,,21,106,8461,Urbano,
50228,México,Toluca,Fuentes de la Independencia,Unidad habitacional,,50091,15,50091,,31,106,8470,Urbano,
50228,México,Toluca,Las Fuentes del Ordal,Fraccionamiento,,50091,15,50091,,21,106,8947,Urbano,
50230,México,Toluca,Las Misiones,Fraccionamiento,,50091,15,50091,,21,106,3,Urbano,
50230,México,Toluca,Villa Toscana,Fraccionamiento,,50091,15,50091,,21,106,4,Rural,
50230,México,Toluca,Francisco Villa,Colonia,,50091,15,50091,,9,106,13,Rural,
50230,México,Toluca,San José Guadalupe Otzacatipan,Pueblo,,50091,15,50091,,28,106,362,Rural,
50230,México,Toluca,San Nicolás Tolentino,Pueblo,,50091,15,50091,,28,106,373,Urbano,
50230,México,Toluca,San Blas Totoltepec,Colonia,,50091,15,50091,,9,106,8472,Urbano,
50230,México,Toluca,San Blas Otzacatipan,Colonia,,50091,15,50091,,9,106,8473,Rural,
50233,México,Toluca,Parque industrial Toluca 2000,Zona industrial,,50091,15,50091,,37,106,6553,Rural,
50233,México,Toluca,Parque industrial Vesta,Zona industrial,,50091,15,50091,,37,106,8779,Rural,
50235,México,Toluca,San Francisco Totoltepec,Pueblo,,50091,15,50091,,28,106,368,Rural,
50235,México,Toluca,El Cerrillo Vista Hermosa,Colonia,,50091,15,50091,,9,106,5550,Urbano,
50235,México,Toluca,Guadalupe Totoltepec,Barrio,,50091,15,50091,,2,106,6973,Urbano,
50235,México,Toluca,San Francisco,Colonia,,50091,15,50091,,9,106,8459,Urbano,
50236,México,Toluca,La Constitución Totoltepec,Colonia,,50091,15,50091,,9,106,364,Rural,
50236,México,Toluca,Arroyo Vista Hermosa,Colonia,,50091,15,50091,,9,106,379,Rural,
